provider,page,wave_type_label,query_group_label,query
bing_serpapi,3,Title Focus,Title Focus: CAN,"site:linkedin.com/in/ (""QA Hybrid Test Engineer"" OR ""Test Automation Engineer"" OR ""Automation QA Engineer"" OR ""Python Test Engineer"") ""CAN"" ""ukraine"""
bing_serpapi,3,Title Focus,Title Focus: BDD,"site:linkedin.com/in/ (""QA Hybrid Test Engineer"" OR ""Test Automation Engineer"" OR ""Automation QA Engineer"" OR ""Python Test Engineer"") ""BDD"" ""ukraine"""
bing_serpapi,4,Title Focus,Title Focus: Python,"site:linkedin.com/in/ (""QA Hybrid Test Engineer"" OR ""Test Automation Engineer"" OR ""Automation QA Engineer"" OR ""Python Test Engineer"") ""Python"" ""ukraine"""
bing_serpapi,4,Title Focus,Title Focus: CAN,"site:linkedin.com/in/ (""QA Hybrid Test Engineer"" OR ""Test Automation Engineer"" OR ""Automation QA Engineer"" OR ""Python Test Engineer"") ""CAN"" ""ukraine"""
bing_serpapi,4,Title Focus,Title Focus: BDD,"site:linkedin.com/in/ (""QA Hybrid Test Engineer"" OR ""Test Automation Engineer"" OR ""Automation QA Engineer"" OR ""Python Test Engineer"") ""BDD"" ""ukraine"""
bing_serpapi,5,Title Focus,Title Focus: Python,"site:linkedin.com/in/ (""QA Hybrid Test Engineer"" OR ""Test Automation Engineer"" OR ""Automation QA Engineer"" OR ""Python Test Engineer"") ""Python"" ""ukraine"""
bing_serpapi,5,Title Focus,Title Focus: CAN,"site:linkedin.com/in/ (""QA Hybrid Test Engineer"" OR ""Test Automation Engineer"" OR ""Automation QA Engineer"" OR ""Python Test Engineer"") ""CAN"" ""ukraine"""
bing_serpapi,5,Title Focus,Title Focus: BDD,"site:linkedin.com/in/ (""QA Hybrid Test Engineer"" OR ""Test Automation Engineer"" OR ""Automation QA Engineer"" OR ""Python Test Engineer"") ""BDD"" ""ukraine"""
bing_serpapi,6,Title Focus,Title Focus: Python,"site:linkedin.com/in/ (""QA Hybrid Test Engineer"" OR ""Test Automation Engineer"" OR ""Automation QA Engineer"" OR ""Python Test Engineer"") ""Python"" ""ukraine"""
bing_serpapi,6,Title Focus,Title Focus: CAN,"site:linkedin.com/in/ (""QA Hybrid Test Engineer"" OR ""Test Automation Engineer"" OR ""Automation QA Engineer"" OR ""Python Test Engineer"") ""CAN"" ""ukraine"""
bing_serpapi,6,Title Focus,Title Focus: BDD,"site:linkedin.com/in/ (""QA Hybrid Test Engineer"" OR ""Test Automation Engineer"" OR ""Automation QA Engineer"" OR ""Python Test Engineer"") ""BDD"" ""ukraine"""
bing_serpapi,7,Title Focus,Title Focus: Python,"site:linkedin.com/in/ (""QA Hybrid Test Engineer"" OR ""Test Automation Engineer"" OR ""Automation QA Engineer"" OR ""Python Test Engineer"") ""Python"" ""ukraine"""
bing_serpapi,7,Title Focus,Title Focus: CAN,"site:linkedin.com/in/ (""QA Hybrid Test Engineer"" OR ""Test Automation Engineer"" OR ""Automation QA Engineer"" OR ""Python Test Engineer"") ""CAN"" ""ukraine"""
bing_serpapi,7,Title Focus,Title Focus: BDD,"site:linkedin.com/in/ (""QA Hybrid Test Engineer"" OR ""Test Automation Engineer"" OR ""Automation QA Engineer"" OR ""Python Test Engineer"") ""BDD"" ""ukraine"""
bing_serpapi,8,Title Focus,Title Focus: Python,"site:linkedin.com/in/ (""QA Hybrid Test Engineer"" OR ""Test Automation Engineer"" OR ""Automation QA Engineer"" OR ""Python Test Engineer"") ""Python"" ""ukraine"""
bing_serpapi,8,Title Focus,Title Focus: CAN,"site:linkedin.com/in/ (""QA Hybrid Test Engineer"" OR ""Test Automation Engineer"" OR ""Automation QA Engineer"" OR ""Python Test Engineer"") ""CAN"" ""ukraine"""
bing_serpapi,8,Title Focus,Title Focus: BDD,"site:linkedin.com/in/ (""QA Hybrid Test Engineer"" OR ""Test Automation Engineer"" OR ""Automation QA Engineer"" OR ""Python Test Engineer"") ""BDD"" ""ukraine"""
bing_serpapi,9,Title Focus,Title Focus: Python,"site:linkedin.com/in/ (""QA Hybrid Test Engineer"" OR ""Test Automation Engineer"" OR ""Automation QA Engineer"" OR ""Python Test Engineer"") ""Python"" ""ukraine"""
bing_serpapi,9,Title Focus,Title Focus: CAN,"site:linkedin.com/in/ (""QA Hybrid Test Engineer"" OR ""Test Automation Engineer"" OR ""Automation QA Engineer"" OR ""Python Test Engineer"") ""CAN"" ""ukraine"""
bing_serpapi,9,Title Focus,Title Focus: BDD,"site:linkedin.com/in/ (""QA Hybrid Test Engineer"" OR ""Test Automation Engineer"" OR ""Automation QA Engineer"" OR ""Python Test Engineer"") ""BDD"" ""ukraine"""
bing_serpapi,10,Title Focus,Title Focus: Python,"site:linkedin.com/in/ (""QA Hybrid Test Engineer"" OR ""Test Automation Engineer"" OR ""Automation QA Engineer"" OR ""Python Test Engineer"") ""Python"" ""ukraine"""
bing_serpapi,10,Title Focus,Title Focus: CAN,"site:linkedin.com/in/ (""QA Hybrid Test Engineer"" OR ""Test Automation Engineer"" OR ""Automation QA Engineer"" OR ""Python Test Engineer"") ""CAN"" ""ukraine"""
bing_serpapi,10,Title Focus,Title Focus: BDD,"site:linkedin.com/in/ (""QA Hybrid Test Engineer"" OR ""Test Automation Engineer"" OR ""Automation QA Engineer"" OR ""Python Test Engineer"") ""BDD"" ""ukraine"""
tavily,1,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
serper,1,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
serper,2,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
serper,3,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
serper,4,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
serper,5,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
serper,6,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
serper,7,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
serper,8,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
serper,9,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
serper,10,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
serpapi,1,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
serpapi,2,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
serpapi,3,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
serpapi,4,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
serpapi,5,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
serpapi,6,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
serpapi,7,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
serpapi,8,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
serpapi,9,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
serpapi,10,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
bing_serpapi,1,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
bing_serpapi,2,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
bing_serpapi,3,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
bing_serpapi,4,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
bing_serpapi,5,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
bing_serpapi,6,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
bing_serpapi,7,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
bing_serpapi,8,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
bing_serpapi,9,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
bing_serpapi,10,Evidence Expansion,Evidence Expansion: Robot Framework,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Robot Framework"" ""ukraine"""
tavily,1,Evidence Expansion,Evidence Expansion: Puppeteer,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Puppeteer"" ""ukraine"""
tavily,1,Evidence Expansion,Evidence Expansion: Jenkins | GitLab,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") (""Jenkins"" OR ""GitLab"") ""ukraine"""
tavily,1,Evidence Expansion,Evidence Expansion: API testing | REST,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") (""API testing"" OR ""REST"") ""ukraine"""
serper,1,Evidence Expansion,Evidence Expansion: Puppeteer,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Puppeteer"" ""ukraine"""
serper,2,Evidence Expansion,Evidence Expansion: Puppeteer,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Puppeteer"" ""ukraine"""
serper,3,Evidence Expansion,Evidence Expansion: Puppeteer,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Puppeteer"" ""ukraine"""
serper,4,Evidence Expansion,Evidence Expansion: Puppeteer,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Puppeteer"" ""ukraine"""
serper,5,Evidence Expansion,Evidence Expansion: Puppeteer,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Puppeteer"" ""ukraine"""
serper,6,Evidence Expansion,Evidence Expansion: Puppeteer,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Puppeteer"" ""ukraine"""
serper,7,Evidence Expansion,Evidence Expansion: Puppeteer,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Puppeteer"" ""ukraine"""
serper,8,Evidence Expansion,Evidence Expansion: Puppeteer,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Puppeteer"" ""ukraine"""
serper,9,Evidence Expansion,Evidence Expansion: Puppeteer,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Puppeteer"" ""ukraine"""
serper,10,Evidence Expansion,Evidence Expansion: Puppeteer,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Puppeteer"" ""ukraine"""
serpapi,1,Evidence Expansion,Evidence Expansion: Puppeteer,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Puppeteer"" ""ukraine"""
serpapi,2,Evidence Expansion,Evidence Expansion: Puppeteer,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"" OR ""Developer"" OR ""Consultant"" OR ""Specialist"" OR ""Lead"" OR ""Manager"" OR ""Architect"" OR ""Analyst"" OR ""Owner"" OR ""SME"") ""Puppeteer"" ""ukraine"""
